-3,1
-6,3
0,0
1,-1
1,-1
64,-21
-1,1
0,0
1,0
0,-3
-4,1
-33,5
-24,3
347,-61
18,-2
41,-7
-3,0
291,-43
31,-5
135,-18
53,-7
-515,94
4,-5
38,-17
14,-5
176,-55
7,-1
83,-16
44,-8
-11,-63
-35,9
-55,14
-3,1
-58,10
-1,0
10,-2
10,-1
-3,-17
-9,3
-9,2
1,-1
48,-11
3,-1
41,-5
25,-3
-1,-42
-27,6
-48,11
-3,1
-91,9
-7,0
-16,-1
-1,-1
219,-48
-21,5
-53,14
-12,3
-103,26
2,-1
-13,3
-5,1
-98,22
7,-2
10,-3
1,-1
2,-1
0,0
0,0
0,0
-5,1
0,0
1,0
0,-1
-1,0
0,0
-3,0
-2,-1
28,1
2,0
4,0
1,0
26,1
3,0
13,0
5,0
-41,-2
0,0
2,-1
1,0
10,-1
1,0
6,0
2,0
-2,-4
-2,0
-2,0
0,0
-2,0
0,0
0,0
0,0
